"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"DDD","2013B",227491,"F","West Midlands Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",228242,"F","East Anglian Region","HE Qualification","40-50%","0-35",1,145,FALSE,"Fail"
"DDD","2013B",228543,"F","East Anglian Region","Lower Than A Level","10-20","0-35",4,60,FALSE,"Fail"
"DDD","2013B",229057,"F","London Region","Lower Than A Level","20-30%","0-35",3,120,FALSE,"Fail"
"DDD","2013B",230052,"M","North Western Region","A Level or Equivalent","90-100%","0-35",0,180,FALSE,"Withdrawn"
"DDD","2013B",233389,"F","West Midlands Region","Lower Than A Level","10-20","0-35",1,120,FALSE,"Fail"
"DDD","2013B",233771,"M","South West Region","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",234740,"M","West Midlands Region","Lower Than A Level","0-10%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",234859,"F","London Region","A Level or Equivalent","70-80%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",234978,"M","South Region","A Level or Equivalent","90-100%","0-35",2,130,FALSE,"Fail"
"DDD","2013B",235428,"M","London Region","Lower Than A Level","20-30%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",235492,"M","North Region","A Level or Equivalent",NA,"35-55",0,60,FALSE,"Fail"
"DDD","2013B",235584,"F","South Region","HE Qualification","80-90%","0-35",0,90,FALSE,"Fail"
"DDD","2013B",236498,"F","Yorkshire Region","HE Qualification","30-40%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",236620,"M","South Region","A Level or Equivalent","30-40%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",240389,"F","South Region","HE Qualification","80-90%","35-55",0,120,FALSE,"Withdrawn"
"DDD","2013B",240755,"M","London Region","A Level or Equivalent","90-100%","0-35",0,90,FALSE,"Withdrawn"
"DDD","2013B",240936,"M","South East Region","A Level or Equivalent","80-90%","0-35",1,90,FALSE,"Fail"
"DDD","2013B",241771,"F","South East Region","HE Qualification","40-50%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",241922,"F","North Western Region","HE Qualification","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",241971,"M","South West Region","A Level or Equivalent","60-70%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",244875,"M","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",244919,"M","Yorkshire Region","Lower Than A Level","0-10%","0-35",2,60,FALSE,"Withdrawn"
"DDD","2013B",246652,"M","Wales","HE Qualification","10-20","35-55",0,120,FALSE,"Pass"
"DDD","2013B",248511,"F","South West Region","A Level or Equivalent","60-70%","35-55",4,120,FALSE,"Pass"
"DDD","2013B",248994,"F","Wales","Lower Than A Level","0-10%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",249423,"F","West Midlands Region","A Level or Equivalent","80-90%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",249996,"F","South East Region","Lower Than A Level","30-40%","0-35",2,150,FALSE,"Fail"
"DDD","2013B",251999,"F","North Region","A Level or Equivalent","40-50%","0-35",1,280,FALSE,"Pass"
"DDD","2013B",252149,"F","South Region","A Level or Equivalent","20-30%","0-35",1,60,FALSE,"Distinction"
"DDD","2013B",252489,"F","South Region","A Level or Equivalent","80-90%","0-35",0,60,TRUE,"Pass"
"DDD","2013B",255747,"F","South Region","Lower Than A Level","80-90%","0-35",2,60,FALSE,"Fail"
"DDD","2013B",255902,"F","South Region","Post Graduate Qualification","90-100%","35-55",0,60,FALSE,"Fail"
"DDD","2013B",257110,"F","South West Region","A Level or Equivalent","50-60%","0-35",0,115,FALSE,"Withdrawn"
"DDD","2013B",257369,"M","North Western Region","A Level or Equivalent","80-90%","0-35",0,180,FALSE,"Withdrawn"
"DDD","2013B",258310,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",259750,"M","South East Region","Lower Than A Level","30-40%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",260491,"F","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",260639,"M","South East Region","A Level or Equivalent","60-70%","0-35",1,120,TRUE,"Fail"
"DDD","2013B",262396,"F","East Anglian Region","Lower Than A Level","80-90%","0-35",0,60,TRUE,"Fail"
"DDD","2013B",263524,"F","Scotland","Lower Than A Level","60-70%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",266450,"M","North Western Region","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",266514,"M","North Region","A Level or Equivalent","40-50%","35-55",1,60,FALSE,"Pass"
"DDD","2013B",266757,"F","South Region","A Level or Equivalent","20-30%","0-35",2,60,FALSE,"Withdrawn"
"DDD","2013B",266762,"F","Wales","A Level or Equivalent","90-100%","0-35",2,120,FALSE,"Fail"
"DDD","2013B",269676,"M","North Western Region","Lower Than A Level","20-30%","35-55",0,70,FALSE,"Pass"
"DDD","2013B",270435,"M","Yorkshire Region","Lower Than A Level","10-20","0-35",0,90,FALSE,"Fail"
"DDD","2013B",270468,"F","West Midlands Region","Lower Than A Level","0-10%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",270814,"F","East Anglian Region","HE Qualification","90-100%","35-55",0,90,FALSE,"Pass"
"DDD","2013B",272313,"F","East Anglian Region","A Level or Equivalent","50-60%","0-35",2,120,FALSE,"Withdrawn"
"DDD","2013B",273339,"F","West Midlands Region","Lower Than A Level","0-10%","0-35",0,90,FALSE,"Fail"
"DDD","2013B",281118,"F","East Midlands Region","Lower Than A Level","70-80%","0-35",1,70,FALSE,"Pass"
"DDD","2013B",281271,"M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,TRUE,"Withdrawn"
"DDD","2013B",282193,"M","North Western Region","No Formal quals","20-30%","0-35",1,120,FALSE,"Pass"
"DDD","2013B",283618,"M","West Midlands Region","Lower Than A Level","90-100%","35-55",2,120,FALSE,"Pass"
"DDD","2013B",283783,"F","East Midlands Region","A Level or Equivalent","70-80%","0-35",1,60,FALSE,"Withdrawn"
"DDD","2013B",284326,"F","Wales","Lower Than A Level","50-60%","0-35",0,150,FALSE,"Fail"
"DDD","2013B",284734,"M","Yorkshire Region","HE Qualification","40-50%","0-35",1,90,FALSE,"Fail"
"DDD","2013B",285096,"M","South West Region","Lower Than A Level","40-50%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",285475,"M","Yorkshire Region","HE Qualification","30-40%","0-35",1,120,FALSE,"Pass"
"DDD","2013B",287432,"F","Wales","A Level or Equivalent","30-40%","35-55",0,90,FALSE,"Pass"
"DDD","2013B",287526,"M","East Anglian Region","A Level or Equivalent","90-100%","0-35",1,60,FALSE,"Withdrawn"
"DDD","2013B",289564,"M","East Anglian Region","Lower Than A Level","90-100%","0-35",0,60,TRUE,"Fail"
"DDD","2013B",290043,"M","Scotland","A Level or Equivalent","50-60%","0-35",2,60,FALSE,"Pass"
"DDD","2013B",291133,"M","Scotland","A Level or Equivalent","80-90%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",292694,"F","Yorkshire Region","A Level or Equivalent","70-80%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",292713,"M","South Region","Lower Than A Level","40-50%","0-35",0,60,TRUE,"Fail"
"DDD","2013B",292741,"M","South Region","A Level or Equivalent","80-90%","0-35",0,90,FALSE,"Fail"
"DDD","2013B",297582,"M","West Midlands Region","Lower Than A Level","20-30%","0-35",0,60,TRUE,"Withdrawn"
"DDD","2013B",298040,"F","South Region","HE Qualification","80-90%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",298497,"M","West Midlands Region","Lower Than A Level",NA,"0-35",0,70,FALSE,"Pass"
"DDD","2013B",304734,"M","East Anglian Region","HE Qualification","70-80%","35-55",1,60,FALSE,"Pass"
"DDD","2013B",304893,"M","North Western Region","A Level or Equivalent","40-50%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",305313,"F","East Anglian Region","Lower Than A Level","20-30%","0-35",0,180,TRUE,"Withdrawn"
"DDD","2013B",305702,"F","London Region","A Level or Equivalent","10-20","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",307158,"F","Scotland","Lower Than A Level","20-30%","0-35",0,90,TRUE,"Fail"
"DDD","2013B",307290,"F","South East Region","HE Qualification","30-40%","0-35",2,120,FALSE,"Fail"
"DDD","2013B",307291,"F","Ireland","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",307932,"M","Scotland","HE Qualification","90-100%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",308589,"M","South West Region","A Level or Equivalent","20-30%","0-35",3,120,FALSE,"Fail"
"DDD","2013B",308767,"F","Ireland","Lower Than A Level","60-70%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",309580,"F","East Midlands Region","HE Qualification","50-60%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",310865,"M","Scotland","A Level or Equivalent","40-50%","0-35",1,120,TRUE,"Withdrawn"
"DDD","2013B",311117,"M","Scotland","A Level or Equivalent","0-10%","0-35",0,60,TRUE,"Withdrawn"
"DDD","2013B",312518,"F","South West Region","Lower Than A Level","10-20","0-35",1,210,FALSE,"Withdrawn"
"DDD","2013B",316289,"F","East Anglian Region","HE Qualification","90-100%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",316772,"M","East Midlands Region","A Level or Equivalent","60-70%","0-35",0,240,FALSE,"Withdrawn"
"DDD","2013B",320014,"F","London Region","HE Qualification","20-30%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",321525,"M","East Anglian Region","A Level or Equivalent","20-30%","0-35",2,60,FALSE,"Pass"
"DDD","2013B",321744,"M","South East Region","Lower Than A Level","90-100%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",323146,"F","London Region","A Level or Equivalent","80-90%","0-35",3,240,FALSE,"Fail"
"DDD","2013B",324268,"M","South Region","Lower Than A Level","0-10%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",324691,"F","South East Region","A Level or Equivalent","40-50%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",325565,"M","North Western Region","Lower Than A Level","0-10%","0-35",2,120,FALSE,"Fail"
"DDD","2013B",327024,"F","South Region","A Level or Equivalent","90-100%","35-55",2,120,FALSE,"Fail"
"DDD","2013B",327997,"M","North Region","Lower Than A Level","50-60%","0-35",1,210,FALSE,"Withdrawn"
"DDD","2013B",329689,"F","Scotland","Lower Than A Level","50-60%","35-55",0,120,FALSE,"Fail"
"DDD","2013B",329967,"M","South Region","Lower Than A Level","0-10%","0-35",0,120,FALSE,"Fail"
"DDD","2013B",330067,"M","South East Region","A Level or Equivalent","90-100%","0-35",2,60,FALSE,"Pass"
"DDD","2013B",331232,"M","South Region","Lower Than A Level","90-100%","0-35",0,90,FALSE,"Pass"
"DDD","2013B",331351,"M","Wales","A Level or Equivalent","10-20","0-35",0,90,FALSE,"Fail"
"DDD","2013B",333856,"F","Scotland","A Level or Equivalent","40-50%","0-35",1,120,TRUE,"Pass"
"DDD","2013B",334294,"F","East Anglian Region","A Level or Equivalent","70-80%","35-55",1,225,FALSE,"Withdrawn"
"DDD","2013B",335020,"F","Wales","A Level or Equivalent","70-80%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",335264,"F","Scotland","A Level or Equivalent","30-40%","0-35",0,60,TRUE,"Withdrawn"
"DDD","2013B",335607,"F","North Western Region","A Level or Equivalent","60-70%","35-55",0,180,FALSE,"Withdrawn"
"DDD","2013B",336112,"M","West Midlands Region","A Level or Equivalent","20-30%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",336684,"M","South West Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",336696,"F","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",337048,"M","London Region","A Level or Equivalent","20-30%","0-35",2,130,FALSE,"Withdrawn"
"DDD","2013B",337414,"F","East Anglian Region","A Level or Equivalent","70-80%","0-35",1,60,FALSE,"Withdrawn"
"DDD","2013B",338076,"M","Scotland","HE Qualification","50-60%","0-35",0,90,FALSE,"Pass"
"DDD","2013B",338669,"M","North Western Region","Lower Than A Level","70-80%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",339481,"M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",340399,"F","East Midlands Region","Lower Than A Level","60-70%","0-35",2,120,FALSE,"Fail"
"DDD","2013B",342176,"M","West Midlands Region","Lower Than A Level","60-70%","35-55",1,120,FALSE,"Withdrawn"
"DDD","2013B",343427,"F","Wales","Lower Than A Level","0-10%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",344199,"M","South Region","Lower Than A Level","60-70%","35-55",0,70,FALSE,"Withdrawn"
"DDD","2013B",344367,"M","North Region","Lower Than A Level","30-40%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",344474,"M","South West Region","A Level or Equivalent","50-60%","0-35",0,75,FALSE,"Withdrawn"
"DDD","2013B",344873,"F","South West Region","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",345257,"M","West Midlands Region","A Level or Equivalent","50-60%","0-35",1,60,FALSE,"Fail"
"DDD","2013B",345313,"M","South Region","A Level or Equivalent","80-90%","0-35",0,90,FALSE,"Fail"
"DDD","2013B",345568,"F","South East Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Fail"
"DDD","2013B",347210,"M","North Region","HE Qualification",NA,"55<=",0,90,FALSE,"Withdrawn"
"DDD","2013B",348790,"M","East Midlands Region","HE Qualification","60-70%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",349145,"F","Scotland","Lower Than A Level","80-90%","35-55",1,120,FALSE,"Withdrawn"
"DDD","2013B",350398,"F","East Anglian Region","HE Qualification","60-70%","35-55",1,60,FALSE,"Withdrawn"
"DDD","2013B",350690,"F","South East Region","Lower Than A Level","20-30%","0-35",1,150,FALSE,"Withdrawn"
"DDD","2013B",351512,"M","South West Region","HE Qualification","60-70%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",351775,"F","Scotland","HE Qualification","40-50%","35-55",0,70,FALSE,"Pass"
"DDD","2013B",354050,"M","South West Region","A Level or Equivalent","70-80%","0-35",1,150,FALSE,"Fail"
"DDD","2013B",356257,"F","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,210,FALSE,"Withdrawn"
"DDD","2013B",357576,"M","London Region","Lower Than A Level","80-90%","35-55",0,80,FALSE,"Fail"
"DDD","2013B",357595,"M","South Region","A Level or Equivalent","90-100%","0-35",0,180,FALSE,"Withdrawn"
"DDD","2013B",358075,"F","South West Region","A Level or Equivalent","80-90%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",358522,"M","London Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",360492,"M","South West Region","Lower Than A Level","80-90%","0-35",0,60,FALSE,"Distinction"
"DDD","2013B",360938,"F","South Region","Lower Than A Level","10-20","35-55",0,60,FALSE,"Fail"
"DDD","2013B",361209,"M","Yorkshire Region","A Level or Equivalent","0-10%","0-35",1,180,FALSE,"Pass"
"DDD","2013B",361282,"M","Wales","Lower Than A Level","10-20","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",362037,"F","Ireland","HE Qualification","90-100%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",362374,"F","East Anglian Region","HE Qualification","80-90%","0-35",1,150,FALSE,"Pass"
"DDD","2013B",364021,"F","South East Region","Lower Than A Level","20-30%","35-55",1,210,FALSE,"Fail"
"DDD","2013B",364405,"M","London Region","HE Qualification","50-60%","35-55",0,60,FALSE,"Distinction"
"DDD","2013B",364440,"F","East Midlands Region","Lower Than A Level","30-40%","35-55",1,240,TRUE,"Withdrawn"
"DDD","2013B",365782,"M","London Region","A Level or Equivalent","60-70%","35-55",0,90,FALSE,"Distinction"
"DDD","2013B",366024,"M","South East Region","Lower Than A Level","80-90%","0-35",0,90,FALSE,"Fail"
