"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"BBB","2014B",89778,"M","South East Region","A Level or Equivalent","70-80%","0-35",1,120,FALSE,"Distinction"
"BBB","2014B",90361,"F","Wales","HE Qualification","20-30%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",92274,"F","East Anglian Region","Lower Than A Level","60-70%","0-35",2,120,FALSE,"Withdrawn"
"BBB","2014B",92341,"F","North Western Region","Lower Than A Level","40-50%","0-35",2,60,FALSE,"Fail"
"BBB","2014B",93925,"F","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",97006,"F","East Anglian Region","A Level or Equivalent","60-70%","35-55",1,60,FALSE,"Pass"
"BBB","2014B",97865,"F","Yorkshire Region","Lower Than A Level","20-30%","0-35",3,60,FALSE,"Withdrawn"
"BBB","2014B",99799,"F","East Midlands Region","A Level or Equivalent","10-20","0-35",1,120,FALSE,"Pass"
"BBB","2014B",103535,"F","South West Region","A Level or Equivalent","40-50%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",104238,"F","East Midlands Region","Lower Than A Level","10-20","0-35",0,120,FALSE,"Withdrawn"
"BBB","2014B",107713,"F","East Anglian Region","Lower Than A Level","40-50%","0-35",2,150,FALSE,"Withdrawn"
"BBB","2014B",108799,"F","Scotland","Post Graduate Qualification","90-100%","35-55",0,75,FALSE,"Distinction"
"BBB","2014B",115452,"F","East Anglian Region","Lower Than A Level","30-40%","0-35",1,120,FALSE,"Fail"
"BBB","2014B",117699,"F","South Region","A Level or Equivalent","40-50%","0-35",0,120,FALSE,"Distinction"
"BBB","2014B",119471,"F","East Midlands Region","Lower Than A Level","0-10%","35-55",1,120,FALSE,"Fail"
"BBB","2014B",123270,"F","North Western Region","Lower Than A Level","50-60%","35-55",0,60,FALSE,"Fail"
"BBB","2014B",123462,"M","Scotland","HE Qualification","80-90%","0-35",1,120,FALSE,"Pass"
"BBB","2014B",125055,"F","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,TRUE,"Pass"
"BBB","2014B",126608,"M","Wales","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",126713,"F","London Region","A Level or Equivalent","0-10%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",130013,"F","East Anglian Region","A Level or Equivalent","20-30%","0-35",0,60,TRUE,"Pass"
"BBB","2014B",132972,"F","London Region","Lower Than A Level","20-30%","0-35",0,240,FALSE,"Pass"
"BBB","2014B",139250,"F","Scotland","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",140719,"F","London Region","HE Qualification","20-30%","0-35",1,240,FALSE,"Fail"
"BBB","2014B",148427,"F","South East Region","A Level or Equivalent","20-30%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",155631,"F","South Region","Lower Than A Level","80-90%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",157276,"F","North Western Region","A Level or Equivalent","80-90%","35-55",0,60,FALSE,"Distinction"
"BBB","2014B",159293,"M","South East Region","A Level or Equivalent","20-30%","0-35",0,120,FALSE,"Distinction"
"BBB","2014B",165904,"F","South Region","A Level or Equivalent","30-40%","0-35",1,120,FALSE,"Distinction"
"BBB","2014B",170519,"F","South Region","A Level or Equivalent","10-20","0-35",1,120,FALSE,"Withdrawn"
"BBB","2014B",171751,"F","South West Region","A Level or Equivalent","30-40%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",172137,"F","Wales","A Level or Equivalent","90-100%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",183287,"F","Wales","Lower Than A Level","40-50%","0-35",0,90,TRUE,"Withdrawn"
"BBB","2014B",185021,"F","East Anglian Region","Lower Than A Level","80-90%","0-35",1,60,FALSE,"Pass"
"BBB","2014B",186565,"F","East Midlands Region","A Level or Equivalent","10-20","0-35",1,120,FALSE,"Fail"
"BBB","2014B",187257,"F","South Region","HE Qualification","50-60%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",187601,"F","South West Region","A Level or Equivalent","80-90%","35-55",0,135,FALSE,"Pass"
"BBB","2014B",189035,"F","East Midlands Region","Lower Than A Level","60-70%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",189986,"F","Scotland","Lower Than A Level","60-70%","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",190352,"F","North Region","No Formal quals","10-20","0-35",0,60,FALSE,"Fail"
"BBB","2014B",190565,"F","Wales","Lower Than A Level","20-30%","35-55",0,60,TRUE,"Pass"
"BBB","2014B",194073,"F","North Western Region","A Level or Equivalent","0-10%","0-35",0,120,FALSE,"Withdrawn"
"BBB","2014B",200506,"F","North Western Region","Lower Than A Level","30-40%","35-55",0,60,FALSE,"Withdrawn"
"BBB","2014B",201431,"F","Wales","Lower Than A Level","50-60%","35-55",0,120,FALSE,"Pass"
"BBB","2014B",202394,"F","Wales","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",206003,"F","South East Region","A Level or Equivalent","40-50%","35-55",0,60,FALSE,"Distinction"
"BBB","2014B",226747,"F","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",228481,"F","London Region","A Level or Equivalent","80-90%","0-35",0,90,FALSE,"Pass"
"BBB","2014B",228784,"F","Ireland","Lower Than A Level","10-20","0-35",3,120,FALSE,"Pass"
"BBB","2014B",228824,"F","Wales","HE Qualification","20-30%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",231959,"F","North Region","Lower Than A Level","20-30%","35-55",2,180,FALSE,"Fail"
"BBB","2014B",232539,"F","South East Region","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",233095,"F","West Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",233102,"F","South East Region","Lower Than A Level","30-40%","0-35",1,240,FALSE,"Pass"
"BBB","2014B",235097,"F","North Western Region","Lower Than A Level","40-50%","0-35",2,120,TRUE,"Withdrawn"
"BBB","2014B",235380,"F","South Region","Lower Than A Level","70-80%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",235428,"M","London Region","Lower Than A Level","20-30%","35-55",1,150,FALSE,"Fail"
"BBB","2014B",236161,"F","South Region","A Level or Equivalent","90-100%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",238519,"M","South Region","Lower Than A Level","40-50%","0-35",0,120,FALSE,"Withdrawn"
"BBB","2014B",242390,"F","London Region","Lower Than A Level","10-20","0-35",1,60,FALSE,"Fail"
"BBB","2014B",244064,"F","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",247292,"F","Wales","Lower Than A Level","40-50%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",247513,"F","East Midlands Region","HE Qualification","40-50%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",250123,"F","South Region","Lower Than A Level","0-10%","0-35",0,120,TRUE,"Distinction"
"BBB","2014B",252652,"F","London Region","A Level or Equivalent","50-60%","35-55",2,120,FALSE,"Pass"
"BBB","2014B",260955,"F","Yorkshire Region","Lower Than A Level","10-20","35-55",0,120,FALSE,"Fail"
"BBB","2014B",262294,"F","North Western Region","Lower Than A Level","0-10%","0-35",3,120,TRUE,"Fail"
"BBB","2014B",263098,"M","South West Region","A Level or Equivalent","20-30%","0-35",0,90,FALSE,"Withdrawn"
"BBB","2014B",264106,"F","South Region","Lower Than A Level","90-100%","35-55",0,120,FALSE,"Pass"
"BBB","2014B",265958,"F","North Western Region","Lower Than A Level","10-20","0-35",4,180,FALSE,"Fail"
"BBB","2014B",266744,"F","South West Region","A Level or Equivalent","30-40%","0-35",1,240,FALSE,"Withdrawn"
"BBB","2014B",268301,"M","Scotland","HE Qualification","60-70%","35-55",0,75,FALSE,"Distinction"
"BBB","2014B",270256,"F","South East Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",271346,"F","East Anglian Region","A Level or Equivalent","90-100%","0-35",2,150,FALSE,"Withdrawn"
"BBB","2014B",271467,"F","South West Region","A Level or Equivalent","20-30%","35-55",0,150,FALSE,"Fail"
"BBB","2014B",275006,"F","London Region","Lower Than A Level","20-30%","0-35",1,120,FALSE,"Withdrawn"
"BBB","2014B",275112,"F","Wales","No Formal quals","0-10%","35-55",3,120,FALSE,"Fail"
"BBB","2014B",279557,"F","North Western Region","A Level or Equivalent","20-30%","35-55",0,60,FALSE,"Withdrawn"
"BBB","2014B",282161,"F","East Anglian Region","Lower Than A Level","50-60%","0-35",3,120,FALSE,"Withdrawn"
"BBB","2014B",282713,"F","London Region","HE Qualification","0-10%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",283131,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",283564,"F","East Anglian Region","Lower Than A Level","10-20","0-35",0,60,FALSE,"Fail"
"BBB","2014B",283978,"F","South West Region","A Level or Equivalent","20-30%","35-55",5,150,TRUE,"Fail"
"BBB","2014B",284589,"F","East Anglian Region","Lower Than A Level","60-70%","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",284593,"F","Scotland","Post Graduate Qualification","60-70%","35-55",0,120,FALSE,"Withdrawn"
"BBB","2014B",285567,"F","South West Region","Lower Than A Level","40-50%","35-55",0,90,FALSE,"Pass"
"BBB","2014B",286914,"F","South Region","HE Qualification","40-50%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",287004,"F","Yorkshire Region","HE Qualification","40-50%","35-55",0,60,FALSE,"Withdrawn"
"BBB","2014B",288717,"F","North Western Region","Lower Than A Level","20-30%","0-35",1,60,FALSE,"Withdrawn"
"BBB","2014B",288967,"M","South East Region","Lower Than A Level","20-30%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",289108,"F","Wales","A Level or Equivalent","30-40%","35-55",1,60,FALSE,"Pass"
"BBB","2014B",289993,"F","North Region","HE Qualification","10-20","0-35",0,120,FALSE,"Withdrawn"
"BBB","2014B",290914,"M","North Region","A Level or Equivalent","0-10%","0-35",2,120,TRUE,"Distinction"
"BBB","2014B",291844,"F","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",291848,"F","Wales","HE Qualification","30-40%","35-55",3,120,FALSE,"Fail"
"BBB","2014B",293992,"F","East Midlands Region","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",294513,"F","Wales","HE Qualification","80-90%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",295728,"F","Wales","Lower Than A Level","20-30%","0-35",2,120,FALSE,"Fail"
"BBB","2014B",296232,"F","South West Region","A Level or Equivalent","80-90%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",297179,"F","North Region","Lower Than A Level","50-60%","35-55",0,60,FALSE,"Withdrawn"
"BBB","2014B",299027,"F","Wales","Lower Than A Level","60-70%","35-55",0,120,FALSE,"Fail"
"BBB","2014B",299485,"F","South West Region","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",304607,"F","South Region","A Level or Equivalent","70-80%","35-55",0,60,FALSE,"Fail"
"BBB","2014B",305307,"M","North Western Region","HE Qualification","0-10%","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",305373,"F","London Region","Lower Than A Level","0-10%","0-35",0,150,TRUE,"Fail"
"BBB","2014B",305824,"F","South Region","A Level or Equivalent","90-100%","0-35",2,60,FALSE,"Withdrawn"
"BBB","2014B",307386,"F","Ireland","HE Qualification","50-60%","0-35",2,180,FALSE,"Pass"
"BBB","2014B",308345,"F","Yorkshire Region","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",311599,"F","London Region","A Level or Equivalent","90-100%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",311889,"F","Wales","HE Qualification","10-20","35-55",0,60,FALSE,"Fail"
"BBB","2014B",312275,"F","London Region","Lower Than A Level","0-10%","35-55",2,60,FALSE,"Withdrawn"
"BBB","2014B",313246,"F","South West Region","A Level or Equivalent","70-80%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",317855,"F","East Anglian Region","Lower Than A Level","30-40%","35-55",1,120,FALSE,"Withdrawn"
"BBB","2014B",318500,"F","East Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",318876,"F","London Region","A Level or Equivalent","40-50%","35-55",0,150,FALSE,"Pass"
"BBB","2014B",319606,"F","Ireland","A Level or Equivalent","30-40%","0-35",3,60,FALSE,"Fail"
"BBB","2014B",320363,"F","South Region","Lower Than A Level","20-30%","35-55",0,60,FALSE,"Fail"
"BBB","2014B",320661,"F","North Region","A Level or Equivalent","20-30%","0-35",0,180,FALSE,"Withdrawn"
"BBB","2014B",321121,"F","West Midlands Region","Lower Than A Level","40-50%","0-35",1,120,FALSE,"Pass"
"BBB","2014B",321142,"F","South West Region","Lower Than A Level","30-40%","0-35",1,60,FALSE,"Fail"
"BBB","2014B",321346,"F","North Western Region","A Level or Equivalent","0-10%","0-35",0,120,TRUE,"Pass"
"BBB","2014B",322325,"M","South Region","Lower Than A Level","70-80%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",322509,"F","South Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",324907,"F","Wales","Lower Than A Level","0-10%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",325080,"F","East Midlands Region","A Level or Equivalent","90-100%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",325308,"F","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",327003,"F","South Region","HE Qualification","80-90%","0-35",0,90,FALSE,"Distinction"
"BBB","2014B",327641,"F","East Anglian Region","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",331156,"F","West Midlands Region","Lower Than A Level","0-10%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",331494,"F","West Midlands Region","Lower Than A Level","30-40%","0-35",1,120,FALSE,"Withdrawn"
"BBB","2014B",334023,"F","South Region","A Level or Equivalent","70-80%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",334565,"M","Wales","Post Graduate Qualification","80-90%","35-55",1,120,FALSE,"Distinction"
"BBB","2014B",334981,"F","South Region","A Level or Equivalent","70-80%","35-55",6,120,FALSE,"Distinction"
"BBB","2014B",336356,"F","South West Region","A Level or Equivalent","10-20","0-35",0,120,FALSE,"Pass"
"BBB","2014B",338168,"F","East Anglian Region","Lower Than A Level","70-80%","35-55",0,120,FALSE,"Fail"
"BBB","2014B",339381,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",340831,"M","West Midlands Region","A Level or Equivalent","30-40%","35-55",1,60,FALSE,"Pass"
"BBB","2014B",340962,"F","Ireland","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",341027,"M","East Midlands Region","Lower Than A Level","10-20","0-35",0,120,FALSE,"Withdrawn"
"BBB","2014B",342017,"F","West Midlands Region","Lower Than A Level","0-10%","0-35",1,60,FALSE,"Fail"
"BBB","2014B",347864,"M","West Midlands Region","A Level or Equivalent","30-40%","35-55",1,60,FALSE,"Withdrawn"
"BBB","2014B",348771,"F","South West Region","Lower Than A Level","50-60%","0-35",0,120,FALSE,"Fail"
"BBB","2014B",349258,"F","Wales","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",349401,"F","South East Region","A Level or Equivalent","20-30%","0-35",0,180,TRUE,"Withdrawn"
"BBB","2014B",351767,"F","South East Region","HE Qualification","20-30%","35-55",1,60,FALSE,"Withdrawn"
"BBB","2014B",352009,"M","West Midlands Region","HE Qualification","0-10%","35-55",0,60,FALSE,"Fail"
"BBB","2014B",352953,"F","Scotland","HE Qualification","50-60%","0-35",2,120,FALSE,"Withdrawn"
"BBB","2014B",354121,"F","West Midlands Region","Lower Than A Level","20-30%","0-35",0,120,FALSE,"Withdrawn"
"BBB","2014B",354560,"F","West Midlands Region","Lower Than A Level","10-20","0-35",1,120,FALSE,"Withdrawn"
"BBB","2014B",354984,"F","South West Region","A Level or Equivalent","50-60%","0-35",0,90,FALSE,"Pass"
"BBB","2014B",355147,"F","South East Region","A Level or Equivalent","70-80%","35-55",1,120,FALSE,"Pass"
"BBB","2014B",355369,"F","Yorkshire Region","A Level or Equivalent","80-90%","35-55",2,60,FALSE,"Fail"
"BBB","2014B",355643,"F","Ireland","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",356386,"F","South West Region","Lower Than A Level","20-30%","0-35",1,60,TRUE,"Fail"
"BBB","2014B",358054,"F","Scotland","HE Qualification","70-80%","35-55",0,60,FALSE,"Withdrawn"
"BBB","2014B",358956,"F","East Anglian Region","Lower Than A Level","30-40%","0-35",1,120,FALSE,"Pass"
"BBB","2014B",359438,"F","Wales","A Level or Equivalent","20-30%","0-35",2,60,FALSE,"Distinction"
"BBB","2014B",360190,"F","South West Region","Lower Than A Level","50-60%","0-35",1,180,FALSE,"Fail"
"BBB","2014B",363110,"F","South East Region","A Level or Equivalent","20-30%","0-35",1,180,FALSE,"Pass"
"BBB","2014B",363396,"F","South West Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",364712,"F","London Region","No Formal quals","10-20","0-35",1,120,FALSE,"Withdrawn"
"BBB","2014B",365111,"F","Scotland","HE Qualification","30-40%","0-35",1,75,TRUE,"Withdrawn"
"BBB","2014B",365488,"F","Wales","A Level or Equivalent","60-70%","0-35",2,60,FALSE,"Fail"
"BBB","2014B",366936,"F","South East Region","A Level or Equivalent","10-20","0-35",1,120,FALSE,"Withdrawn"
"BBB","2014B",367535,"F","South West Region","Lower Than A Level","40-50%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",369715,"F","West Midlands Region","Lower Than A Level","0-10%","0-35",1,120,TRUE,"Pass"
"BBB","2014B",370008,"F","Scotland","A Level or Equivalent","30-40%","0-35",2,120,FALSE,"Fail"
"BBB","2014B",372997,"F","Wales","HE Qualification","80-90%","35-55",0,120,FALSE,"Distinction"
"BBB","2014B",374515,"F","East Anglian Region","Lower Than A Level","40-50%","35-55",0,60,TRUE,"Withdrawn"
"BBB","2014B",374747,"M","London Region","Lower Than A Level","50-60%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",375711,"F","Wales","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",375717,"F","South East Region","A Level or Equivalent","90-100%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",376868,"F","East Midlands Region","Lower Than A Level","10-20","0-35",4,180,FALSE,"Fail"
"BBB","2014B",377469,"F","South East Region","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",377929,"F","West Midlands Region","Lower Than A Level","0-10%","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",379785,"F","South Region","HE Qualification","90-100%","35-55",0,60,FALSE,"Withdrawn"
"BBB","2014B",380184,"F","Yorkshire Region","A Level or Equivalent","10-20","0-35",0,210,FALSE,"Pass"
"BBB","2014B",380204,"F","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",381525,"F","East Anglian Region","Lower Than A Level","60-70%","0-35",0,60,TRUE,"Withdrawn"
"BBB","2014B",381533,"F","South West Region","Lower Than A Level","80-90%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",381544,"F","East Anglian Region","HE Qualification","90-100%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",381909,"F","Yorkshire Region","A Level or Equivalent","60-70%","35-55",0,120,FALSE,"Distinction"
"BBB","2014B",381917,"F","East Anglian Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",382877,"F","North Region","Lower Than A Level","10-20","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",383241,"F","Scotland","HE Qualification","60-70%","0-35",0,75,FALSE,"Pass"
"BBB","2014B",383967,"F","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,90,FALSE,"Pass"
"BBB","2014B",384099,"F","East Anglian Region","Lower Than A Level","40-50%","35-55",1,150,FALSE,"Withdrawn"
"BBB","2014B",384636,"F","Wales","Lower Than A Level","20-30%","0-35",0,120,FALSE,"Fail"
"BBB","2014B",384884,"F","South Region","Lower Than A Level","60-70%","0-35",0,120,TRUE,"Pass"
"BBB","2014B",386374,"F","South Region","Lower Than A Level","10-20","0-35",2,60,FALSE,"Fail"
"BBB","2014B",387276,"F","North Western Region","Lower Than A Level","50-60%","35-55",3,120,FALSE,"Withdrawn"
"BBB","2014B",388041,"F","North Western Region","A Level or Equivalent","60-70%","0-35",2,120,FALSE,"Withdrawn"
"BBB","2014B",388168,"F","West Midlands Region","A Level or Equivalent","10-20","0-35",2,60,FALSE,"Withdrawn"
"BBB","2014B",389249,"F","Wales","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",391153,"F","Ireland","A Level or Equivalent","20-30%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",391556,"F","Wales","No Formal quals","0-10%","35-55",0,60,FALSE,"Fail"
"BBB","2014B",392604,"F","South Region","Lower Than A Level","80-90%","35-55",0,90,FALSE,"Pass"
"BBB","2014B",392733,"F","London Region","HE Qualification","0-10%","35-55",0,120,FALSE,"Fail"
"BBB","2014B",393131,"F","Scotland","Lower Than A Level","40-50%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",394010,"M","South West Region","Lower Than A Level","60-70%","0-35",0,180,FALSE,"Withdrawn"
"BBB","2014B",394067,"F","West Midlands Region","Lower Than A Level","70-80%","0-35",0,90,FALSE,"Distinction"
"BBB","2014B",394331,"F","East Midlands Region","Lower Than A Level","10-20","0-35",0,60,FALSE,"Pass"
"BBB","2014B",394480,"F","South Region","Lower Than A Level","60-70%","0-35",0,60,FALSE,"Fail"
"BBB","2014B",394520,"F","North Region","Lower Than A Level","80-90%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",395374,"F","London Region","HE Qualification","30-40%","0-35",0,120,FALSE,"Pass"
"BBB","2014B",396456,"F","Wales","HE Qualification","40-50%","0-35",0,60,FALSE,"Distinction"
"BBB","2014B",396799,"F","South East Region","A Level or Equivalent","20-30%","0-35",0,120,FALSE,"Distinction"
"BBB","2014B",397312,"F","Yorkshire Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Fail"
"BBB","2014B",397747,"F","South Region","Lower Than A Level","50-60%","0-35",2,60,FALSE,"Pass"
"BBB","2014B",397829,"M","Wales","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Pass"
"BBB","2014B",400729,"F","East Anglian Region","HE Qualification","90-100%","35-55",0,60,FALSE,"Withdrawn"
"BBB","2014B",401441,"F","South Region","Lower Than A Level","70-80%","35-55",1,60,FALSE,"Fail"
"BBB","2014B",405268,"F","North Western Region","A Level or Equivalent","40-50%","0-35",0,120,FALSE,"Distinction"
"BBB","2014B",406600,"F","Wales","A Level or Equivalent","80-90%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",406974,"M","West Midlands Region","A Level or Equivalent","10-20","0-35",2,240,FALSE,"Fail"
"BBB","2014B",407545,"F","South East Region","A Level or Equivalent","20-30%","0-35",0,75,FALSE,"Withdrawn"
"BBB","2014B",408469,"F","West Midlands Region","A Level or Equivalent","50-60%","35-55",1,210,FALSE,"Withdrawn"
"BBB","2014B",408581,"F","East Anglian Region","A Level or Equivalent","80-90%","0-35",1,180,FALSE,"Distinction"
"BBB","2014B",411895,"F","East Anglian Region","Lower Than A Level","0-10%","0-35",3,120,FALSE,"Fail"
"BBB","2014B",412156,"M","West Midlands Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",415298,"F","South East Region","Lower Than A Level","50-60%","0-35",1,120,FALSE,"Fail"
"BBB","2014B",417263,"F","East Anglian Region","A Level or Equivalent","50-60%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",417684,"F","South East Region","A Level or Equivalent","20-30%","0-35",2,60,FALSE,"Distinction"
"BBB","2014B",420641,"F","South Region","Lower Than A Level","10-20","0-35",0,60,FALSE,"Withdrawn"
"BBB","2014B",420663,"F","South East Region","Lower Than A Level","80-90%","0-35",1,60,FALSE,"Pass"
"BBB","2014B",421326,"F","Wales","Lower Than A Level","10-20","0-35",0,120,FALSE,"Fail"
"BBB","2014B",421992,"F","East Anglian Region","Lower Than A Level","0-10%","0-35",2,60,FALSE,"Fail"
"BBB","2014B",423652,"F","East Anglian Region","Lower Than A Level","70-80%","0-35",0,120,TRUE,"Distinction"
"BBB","2014B",424014,"F","Scotland","Lower Than A Level","80-90%","35-55",2,120,FALSE,"Pass"
"BBB","2014B",424659,"F","South Region","HE Qualification","90-100%","35-55",0,60,FALSE,"Withdrawn"
"BBB","2014B",424863,"F","Ireland","Lower Than A Level","60-70%","0-35",4,120,FALSE,"Fail"
"BBB","2014B",429099,"F","Yorkshire Region","A Level or Equivalent","40-50%","0-35",2,90,FALSE,"Distinction"
"BBB","2014B",429417,"M","Scotland","Lower Than A Level","30-40%","35-55",0,60,FALSE,"Pass"
"BBB","2014B",429777,"F","South West Region","Lower Than A Level","50-60%","0-35",0,120,TRUE,"Withdrawn"
"BBB","2014B",430002,"M","South Region","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Fail"
